Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,Elite%
G,1,Raya,5.9,5.9,Arsenal,93,8.17,91,3.91,90,3.84,88,3.76,90,4.13,0,0.00,88,3.97,87,5.64,83,1.42,84,3.87,0.67
G,2,Arrizabalaga,4.1,4.1,Arsenal,4,0.34,3,0.14,5,0.22,7,0.28,2,0.11,0,0.00,7,0.33,11,0.71,6,0.10,9,0.42,0.00
G,3,Hein,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,4,Setford,3.9,3.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,5,Gabriel,7.1,6.7,Arsenal,89,9.58,86,4.38,83,4.24,81,4.15,82,4.64,0,0.00,83,4.63,81,5.91,83,1.67,81,4.57,0.97
D,6,Saliba,6.1,6.1,Arsenal,89,8.24,86,3.80,83,3.65,81,3.59,80,3.97,0,0.00,77,3.71,76,4.86,77,1.35,77,3.83,0.02
D,7,Calafiori,5.6,5.6,Arsenal,68,7.93,66,3.62,67,3.73,69,3.76,67,4.22,0,0.00,64,4.00,63,4.90,65,1.46,64,4.05,0.00
D,8,J.Timber,6.4,6.4,Arsenal,87,9.45,84,4.33,85,4.37,83,4.16,76,4.49,0,0.00,79,4.59,73,5.32,75,1.54,76,4.52,0.59
D,9,Kiwior,5.4,5.4,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10,Lewis-Skelly,5.1,5.1,Arsenal,3,0.28,4,0.19,6,0.24,7,0.28,9,0.41,0,0.00,10,0.46,9,0.60,11,0.18,10,0.48,0.00
D,11,White,5.1,5.1,Arsenal,12,1.19,17,0.78,17,0.79,21,1.00,24,1.28,0,0.00,21,1.12,21,1.51,23,0.45,24,1.31,0.00
D,12,Zinchenko,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,13,Clarke,3.8,3.8,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,14,Kacurri,3.9,3.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,15,Nichols,3.7,3.7,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,16,Saka,9.9,9.9,Arsenal,7,1.03,36,2.40,60,4.36,72,4.75,66,5.03,0,0.00,66,5.29,65,6.54,67,1.88,70,5.47,0.02
M,17,Ødegaard,7.8,7.8,Arsenal,37,4.69,57,3.26,68,3.92,66,3.61,61,3.73,0,0.00,62,3.92,67,5.46,69,1.54,66,4.05,0.00
M,18,Madueke,6.8,6.8,Arsenal,73,8.85,51,3.11,35,2.31,35,2.14,38,2.58,0,0.00,35,2.47,37,3.45,39,0.98,35,2.41,0.00
M,19,Martinelli,6.8,6.8,Arsenal,34,4.44,22,1.48,23,1.57,19,1.26,24,1.68,0,0.00,25,1.81,26,2.55,26,0.69,27,1.93,0.00
M,20,Trossard,6.8,6.8,Arsenal,63,8.16,65,4.02,56,3.65,54,3.35,51,3.52,0,0.00,47,3.42,46,4.33,45,1.19,43,3.06,0.00
M,21,Rice,7.5,7.5,Arsenal,86,9.55,86,4.61,84,4.62,82,4.36,81,4.62,0,0.00,82,4.90,81,6.44,80,1.74,75,4.40,0.64
M,22,Merino,5.4,5.4,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,23,Fábio Vieira,5.4,5.4,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,24,Nørgaard,5.1,5.1,Arsenal,16,1.44,13,0.62,14,0.63,15,0.68,15,0.73,0,0.00,15,0.75,16,1.13,18,0.32,17,0.82,0.00
M,25,Nwaneri,5.0,5.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,26,Zubimendi,5.3,5.3,Arsenal,88,7.54,82,3.40,83,3.46,82,3.36,79,3.42,0,0.00,77,3.44,78,4.92,72,1.20,76,3.35,0.00
M,27,Nelson,4.8,4.8,Brentford,0,0.00,12,0.69,15,0.91,17,0.97,15,0.99,19,1.06,18,1.07,17,1.28,22,0.80,21,1.31,0.00
M,28,Kabia,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,29,Sambi,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,30,Havertz,7.3,7.3,Arsenal,73,8.10,68,3.72,68,3.87,67,3.54,64,3.78,0,0.00,64,3.95,63,5.07,60,1.35,64,3.95,0.00
F,31,G.Jesus,6.4,6.4,Arsenal,20,2.67,14,0.93,13,0.94,16,1.07,14,1.02,0,0.00,14,1.10,16,1.67,17,0.47,16,1.20,0.00
G,32,Martinez,5.0,5.0,Aston Villa,94,3.84,91,3.84,90,3.81,90,3.36,92,3.10,90,3.83,93,3.57,90,5.25,88,2.14,91,3.71,0.00
G,33,M.Bizot,4.2,4.2,Aston Villa,2,0.08,2,0.10,7,0.28,3,0.12,2,0.06,4,0.15,5,0.17,4,0.26,8,0.19,4,0.18,0.00
G,34,Gauci,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,35,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,36,Cash,4.9,4.9,Aston Villa,87,4.23,85,4.50,79,4.13,80,3.41,78,2.79,85,4.63,76,3.40,79,5.67,78,2.11,77,3.87,0.02
D,37,Digne,4.5,4.5,Aston Villa,31,1.54,30,1.61,35,1.87,32,1.40,36,1.37,31,1.72,37,1.66,31,2.24,38,1.07,36,1.85,0.00
D,38,Konsa,4.4,4.4,Aston Villa,92,3.89,89,4.00,88,3.97,84,3.12,87,2.78,82,3.83,85,3.35,85,5.30,85,2.03,85,3.60,0.00
D,39,Maatsen,4.2,4.2,Aston Villa,67,3.48,60,3.39,64,3.51,61,2.77,62,2.38,63,3.65,59,2.76,58,4.38,52,1.50,60,3.19,0.00
D,40,Mings,4.3,4.3,Aston Villa,36,1.56,40,1.88,42,1.94,39,1.53,44,1.52,38,1.81,36,1.50,41,2.67,35,0.90,43,1.91,0.00
D,41,Pau,4.3,4.3,Aston Villa,61,2.45,63,2.74,60,2.58,58,2.02,60,1.83,56,2.47,62,2.35,58,3.43,61,1.40,55,2.21,0.00
D,42,A.García,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,1,0.07,2,0.10,1,0.07,1,0.09,1,0.04,3,0.15,0.00
D,43,Alex Moreno,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,24,0.97,31,1.35,27,1.16,32,1.22,31,1.02,29,1.33,25,0.95,19,1.10,20,0.49,19,0.78,0.00
D,45,Sousa,3.8,3.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,46,Yasin,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,47,Rogers,7.6,7.6,Aston Villa,91,5.08,86,5.08,86,4.83,81,4.23,85,3.86,84,5.30,83,4.18,77,6.10,75,2.39,81,4.70,0.11
M,48,Tielemans,5.9,5.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,27,1.22,68,4.47,78,2.15,76,3.71,0.00
M,49,Bailey,5.5,5.5,Aston Villa,24,1.55,27,1.77,28,1.73,25,1.48,48,2.35,25,1.73,17,1.04,14,1.21,13,0.50,12,0.80,0.00
M,50,Buendía,5.3,5.3,Aston Villa,75,4.29,74,4.44,72,4.13,71,3.75,74,3.47,67,4.26,59,3.12,54,4.38,60,1.97,57,3.39,0.00
M,51,Iling Jr,5.5,5.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,52,J.Ramsey,5.3,5.3,Newcastle,39,1.78,23,1.01,24,1.22,26,1.27,23,1.04,26,1.36,23,1.14,23,1.81,21,0.35,24,1.25,0.00
M,53,Malen,5.1,5.1,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,54,McGinn,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,1,0.06,37,1.98,73,3.21,71,4.77,74,2.00,69,3.42,0.00
M,55,Barkley,4.8,4.8,Aston Villa,21,1.17,29,1.65,30,1.65,34,1.72,48,2.21,25,1.48,20,1.01,14,1.11,12,0.39,10,0.61,0.00
M,56,Barrenechea,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,57,Dobbin,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,58,Kamara,4.9,4.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,59,Onana,4.8,4.8,Aston Villa,81,3.19,78,3.21,75,3.04,78,2.93,76,2.69,77,3.17,67,2.59,65,3.60,62,1.48,70,2.81,0.00
M,60,Broggio,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,61,Dendoncker,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,63,Young,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,64,Watkins,8.7,8.7,Aston Villa,79,4.88,80,5.15,76,4.70,75,4.36,74,3.70,74,5.16,71,3.99,71,6.19,70,2.43,68,4.36,0.03
F,65,Redmond,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,66,Neto,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,67,Petrović,4.5,4.5,Bournemouth,85,3.01,64,2.31,71,2.84,76,2.72,70,2.72,73,2.45,70,1.99,68,2.66,71,2.20,64,2.46,0.04
G,68,Dennis,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,69,McKenna,3.9,3.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,70,Paulsen,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,71,Zabarnyi,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,72,Senesi,4.8,4.8,Bournemouth,89,3.71,87,3.79,82,4.12,79,3.40,83,4.11,74,2.91,76,2.21,68,3.08,83,3.20,81,3.82,0.15
D,73,Smith,4.4,4.4,Bournemouth,25,0.90,28,1.04,28,1.23,24,0.93,28,1.16,33,1.12,35,0.80,34,1.27,30,1.00,30,1.22,0.00
D,74,Truffert,4.5,4.5,Bournemouth,88,3.17,86,3.35,85,4.01,84,3.23,82,3.73,80,2.77,80,1.79,81,3.06,77,2.75,80,3.50,0.00
D,75,Akinmboni,3.8,3.8,Bournemouth,0,0.00,0,0.00,0,0.00,1,0.03,0,0.00,0,0.00,1,0.02,1,0.04,1,0.03,0,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,1,0.04,0,0.00,0,0.00,0.00
D,77,Hill,3.9,3.9,Bournemouth,83,3.34,81,3.39,78,3.76,76,3.16,73,3.48,74,2.81,76,2.17,76,3.30,69,2.57,71,3.23,0.02
D,78,J.Araujo,3.8,3.8,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,79,Mepham,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,80,Soler,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,81,Kluivert,7.0,7.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,82,Semenyo,7.9,7.7,Man City,80,4.94,77,4.54,70,4.04,75,4.75,71,4.35,72,0.46,69,3.72,70,7.50,70,1.71,71,4.08,0.06
M,83,O.Dango,5.8,5.8,Brentford,90,3.75,79,4.48,78,4.54,76,3.92,75,4.84,71,3.72,73,4.09,74,5.18,71,2.35,70,4.45,0.01
M,84,Tavernier,5.3,5.3,Bournemouth,0,0.00,0,0.00,35,2.25,45,2.60,75,4.61,80,4.37,75,2.94,72,4.36,77,3.81,82,4.93,0.19
M,85,Adams,4.9,4.9,Bournemouth,0,0.00,30,1.18,63,2.49,67,2.54,67,2.65,64,2.39,64,2.08,67,2.87,66,2.06,62,2.40,0.00
M,86,Brooks,5.0,5.0,Bournemouth,51,2.49,63,3.36,55,3.18,53,2.80,47,2.66,47,2.43,48,1.85,50,2.84,45,2.12,47,2.66,0.00
M,87,Christie,4.9,4.9,Bournemouth,28,1.31,28,1.42,22,1.20,20,1.02,18,0.94,15,0.76,19,0.79,21,1.20,19,0.82,19,0.98,0.00
M,88,Cook,4.9,4.9,Bournemouth,84,3.36,62,2.57,45,1.94,34,1.39,38,1.61,38,1.56,40,1.42,39,1.84,38,1.31,38,1.59,0.00
M,89,Philip,4.9,4.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,90,Scott,5.0,5.0,Bournemouth,78,3.13,74,3.18,70,3.22,71,3.03,67,3.04,68,2.87,63,2.20,67,3.16,63,2.26,68,2.98,0.00
M,91,Sinisterra,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,92,Faivre,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,93,H.Traorè,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,94,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,95,Silcott-Duberry,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,96,Winterburn,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,97,Evanilson,7.0,7.0,Bournemouth,84,4.17,80,4.49,76,4.59,78,4.26,72,4.18,72,3.85,71,2.70,73,4.21,73,3.42,70,4.04,0.06
F,98,Enes Ünal,5.4,5.4,Bournemouth,10,0.65,10,0.67,8,0.57,8,0.58,5,0.39,6,0.43,5,0.33,6,0.48,3,0.24,5,0.43,0.00
F,99,Adu-Adjei,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,100,Kroupi.Jr,4.7,4.7,Bournemouth,61,2.97,59,3.14,55,3.21,53,2.88,45,2.66,46,2.47,47,1.87,44,2.67,46,2.22,54,3.04,0.11
G,101,Kelleher,4.6,4.6,Brentford,93,2.98,93,3.66,92,3.83,91,3.25,92,4.05,91,3.45,91,3.67,89,4.42,87,2.04,92,3.77,0.08
G,102,Balcombe,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.06,1,0.05,0,0.00,0,0.00,0.00
G,103,Cox,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,105,Valdimarsson,3.9,3.9,Brentford,0,0.00,3,0.13,4,0.16,4,0.13,3,0.15,4,0.14,5,0.19,4,0.19,5,0.12,6,0.23,0.00
D,106,Collins,5.0,5.0,Brentford,85,3.03,82,3.83,80,4.12,79,3.30,82,4.56,72,3.28,77,3.75,77,4.49,74,1.96,74,3.79,0.13
D,107,Lewis-Potter,4.9,4.9,Brentford,72,2.61,24,1.40,30,1.79,28,1.39,31,2.05,29,1.49,36,2.09,33,2.29,34,1.01,31,1.94,0.00
D,108,Ajer,4.4,4.4,Brentford,73,2.42,64,2.84,65,3.21,64,2.55,63,3.34,58,2.48,57,2.66,60,3.38,64,1.57,59,2.87,0.00
D,109,Henry,4.3,4.3,Brentford,74,2.03,76,3.05,71,3.17,72,2.43,66,3.30,65,2.48,66,2.82,72,3.63,66,1.35,66,3.00,0.00
D,110,Kayode,4.5,4.5,Brentford,88,2.54,86,3.57,84,3.88,83,2.94,84,4.30,85,3.28,79,3.48,77,4.02,78,1.69,80,3.76,0.00
D,111,Pinnock,4.2,4.2,Brentford,2,0.06,5,0.19,7,0.28,8,0.29,9,0.39,9,0.35,7,0.31,9,0.44,11,0.26,13,0.57,0.00
D,112,Roerslev,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,113,Van den Berg,4.5,4.5,Brentford,30,0.99,40,1.73,45,2.15,46,1.74,54,2.73,49,2.05,52,2.29,56,2.96,54,1.26,56,2.62,0.02
D,114,Arthur,3.8,3.8,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,115,Fredrick,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,116,Hickey,4.0,4.0,Brentford,26,0.86,27,1.17,30,1.36,31,1.17,27,1.36,36,1.44,35,1.53,33,1.80,37,0.86,33,1.55,0.00
D,117,Ji-soo,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,118,Meghoma,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,119,Mbeumo,8.6,8.6,Man Utd,77,4.57,75,3.88,78,4.85,75,3.73,64,3.59,75,4.16,66,4.21,64,4.27,67,2.80,62,3.44,0.48
M,120,Schade,6.9,6.9,Brentford,0,0.00,81,4.66,78,4.68,83,4.30,77,5.20,74,4.02,72,4.22,75,5.46,77,2.53,77,4.96,0.03
M,121,Damsgaard,5.6,5.6,Brentford,52,2.30,47,2.58,46,2.64,51,2.62,47,2.86,49,2.49,49,2.68,49,3.38,51,1.71,51,3.02,0.00
M,122,Milambo,5.2,5.2,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,123,Carvalho,4.7,4.7,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,124,Henderson,5.0,5.0,Brentford,40,1.44,44,1.77,39,1.67,47,1.83,45,2.00,42,1.65,45,1.85,48,2.51,48,1.27,43,1.85,0.00
M,125,Janelt,4.9,4.9,Brentford,76,2.67,73,2.94,71,2.99,73,2.82,69,3.01,64,2.53,72,2.90,68,3.51,69,1.82,66,2.81,0.00
M,126,Jensen,4.9,4.9,Brentford,74,2.79,69,3.26,68,3.31,68,2.97,66,3.46,66,2.86,68,3.16,66,3.87,66,1.88,66,3.32,0.00
M,127,Nunes,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,128,Onyeka,4.8,4.8,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,129,Yarmoliuk,5.0,5.0,Brentford,65,2.41,61,2.58,60,2.65,60,2.47,57,2.63,61,2.49,60,2.58,59,3.22,60,1.66,64,2.86,0.00
M,130,Donovan,4.4,4.4,Brentford,1,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,131,Konak,4.3,4.3,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,132,Maghoma,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,133,Peart-Harris,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,134,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,135,Wissa,7.3,7.3,Newcastle,63,3.41,57,2.66,58,3.46,63,3.60,60,2.99,57,3.57,56,3.06,54,4.70,59,0.92,57,3.44,0.00
F,136,Thiago,7.0,7.0,Brentford,92,4.12,82,4.94,80,4.96,82,4.44,77,5.31,78,4.23,75,4.50,79,5.94,77,2.70,77,5.20,0.60
F,137,Morgan,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,138,Steele,4.2,4.2,Brighton,2,0.06,4,0.11,3,0.11,3,0.09,6,0.21,4,0.14,4,0.14,5,0.22,6,0.12,2,0.08,0.00
G,139,Verbruggen,4.5,4.5,Brighton,93,3.06,92,3.08,93,3.65,92,2.90,91,3.51,91,3.03,91,3.65,91,4.41,89,1.90,92,2.99,0.16
G,140,McGill,3.9,3.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,141,Rushworth,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,142,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,143,Boscagli,4.2,4.2,Brighton,33,1.11,27,0.98,27,1.21,34,1.08,41,1.74,38,1.36,41,1.90,39,2.06,36,0.83,36,1.21,0.00
D,144,Coppola,4.2,4.2,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,145,De Cuyper,4.3,4.3,Brighton,57,1.95,40,1.54,41,2.08,43,1.42,46,2.17,40,1.62,44,2.37,44,2.60,46,1.20,41,1.51,0.00
D,146,Dunk,4.5,4.5,Brighton,91,2.56,81,2.52,81,3.27,75,1.95,62,2.36,63,1.97,68,2.87,72,3.28,79,1.57,72,2.07,0.00
D,147,Estupiñan,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,148,F.Kadıoğlu,4.4,4.4,Brighton,89,2.45,82,2.53,77,3.21,78,1.97,76,2.93,74,2.33,74,3.22,76,3.47,71,1.46,67,1.90,0.00
D,149,Igor,4.5,4.5,Brighton,6,0.18,4,0.14,7,0.26,6,0.16,8,0.30,10,0.31,5,0.19,8,0.34,7,0.13,5,0.14,0.00
D,150,Lamptey,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,151,Van Hecke,4.5,4.5,Brighton,70,2.20,87,2.98,81,3.55,82,2.33,80,3.29,79,2.66,77,3.51,79,3.93,83,1.75,78,2.43,0.05
D,152,Veltman,4.3,4.3,Brighton,33,1.07,23,0.78,26,1.09,20,0.61,23,0.92,26,0.91,21,0.92,24,1.22,21,0.47,24,0.76,0.00
D,153,Webster,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.13,7,0.28,5,0.09,6,0.14,0.00
D,154,Cashin,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,155,Slater,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,156,Tasker,3.8,3.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,157,Mitoma,6.1,6.1,Brighton,82,3.23,77,3.23,79,3.89,75,2.81,77,3.47,78,3.39,71,3.61,71,4.45,70,1.98,70,2.89,0.00
